Curation,Variable ID,Variable name,Variable label,Variable description,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Entity,Attribute,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Method Abbreviation,Formula,Method reference,Scale ID,Scale name,Scale Abbreviation,Scale class,Scale Xref,Cat 1 code,Cat 1 description,Cat 2 code,Cat 2 description,Cat 3 code,Cat 3 description,Cat 4 code,Cat 4 description,Cat 5 code,Cat 5 description,Cat 6 code,Cat 6 description,Cat 7 code,Cat 7 description,Cat 8 code,Cat 8 description,Cat 9 code,Cat 9 description,Cat 10 code,Cat 10 description,,,,
,CO_369:0000079,SdMoiC_SdMoiCprd_%,Seed moisture content prd [%],The amount of moisture in a sample of seeds expressed as a percentage of the seeds total weight predicted from the seed NIR spectrum,,,"P3,PH1",Recommended,,The Land Institute - 00jxaym78,Brandon Schlautman - 0000-0002-9983-259X,02-11-2022,EN,Sainfoin,CO_369:0001069,Seed,moisture content,Seed moisture content,Quality,The total moisture content of a sample of seeds,,SdMoiC,,Recommended,,CO_369:0002064,Seed moisture content prediction,Prediction,"Description: Predict the moisture content of a sample of seeds from NIR spectra
 
 Materials: handheld NIR spectrometer
 
 Dependent_on:
 
 Protocol:
 1. Sample seeds according to your sampling protocol.
 2. Take NIR measurements with a handheld NIR spectrometer.
 3. Predict the moisture content from your NIR standard curves.",SdMoiCprd,,,CO_369:0003001,percent,%,Numerical,UO:0000187,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000080,SdN_SdNRacmp_n/Ra,Seed number cmp [n/Ra],The total number of seeds divided by the total number of racemes that were sampled.,,,P3,Recommended,,The Land Institute - 00jxaym78,Brandon Schlautman - 0000-0002-9983-259X,02-11-2022,EN,Sainfoin,CO_369:0001070,Seed,number,Seed number,Agronomic,"The total number of seeds counted, estimated, or observed",,SdN,,Recommended,,CO_369:0002066,Seed number per raceme computation,Computation,"Description: Record the total number of seeds per raceme
 
 Materials:
 
 Dependent_on: Seed number cnt [n], Raceme number cnt [n]
 
 Protocol:
 1. Select racemes according to your sampling protocol.
 2. Strip the fruit from each raceme and remove the seeds from each fruit.
 3. Count and record the number of seeds in each raceme.
 4. Divide the total number of seeds by the number of racemes sampled",SdNRacmp,,,CO_369:0003025,number per raceme,n/Ra,Numerical,UO:0000189/PO:0030115,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000081,SdN_SdNcnt_n,Seed number cnt [n],This is a generic variable for recording the number of seeds observed or sampled.,,,P3,Recommended,,The Land Institute - 00jxaym78,Brandon Schlautman - 0000-0002-9983-259X,02-11-2022,EN,Sainfoin,CO_369:0001070,Seed,number,Seed number,Agronomic,"The total number of seeds counted, estimated, or observed",,SdN,,Recommended,,CO_369:0002065,Seed number counting,Counting,"Description: Record the total number of seeds
 
 Materials:
 
 Dependent_on:
 
 Protocol:
 1. In a sample, record the total number of seeds.
 2. Express as an integer.",SdNcnt,,,CO_369:0003023,number,n,Numerical,UO:0000189,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000082,SdP_Pmsr_mm,Seed perimeter msr [mm],The perimeter of the 2-D projected contour of a seed expressed in mm.,,,"P3,PH1",Recommended,,"The Land Institute - 00jxaym78,Adana Alparslan Türkeş Science and Technology University - 013z3yn41","Brandon Schlautman - 0000-0002-9983-259X,Muhammet Sakirgolu - 0000-0002-7024-4348",02-11-2022,EN,Sainfoin,CO_369:0001071,Seed,perimeter,Seed perimeter,Morphological,The perimeter of the 2-D projected contour of a seed.,,SdP,,Recommended,,CO_369:0002041,Object perimeter measurement,Measurement,"Description: Calculate the perimeter of an object in an image
 
 Materials: seed image, python-opencv
 
 Dependent_on:
 
 Protocol:
 1. Find object contour using cv.findContours()
 2. Record perimeter of contours as cv.arcLength(cont)
 3. See https://docs.opencv.org/4.x/d1/d32/tutorial_py_contour_properties.html",Pmsr,,,CO_369:0003021,millimeter,mm,Numerical,UO:0000016,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000083,SdPAC_PACmsr_DMB,Seed phytic acid content msr [DMB],The phytic acid content of a sample of seeds measured by HPLC expressed on a dry matter basis.,,,"P3,PH1",Recommended,,The Land Institute - 00jxaym78,Brandon Schlautman - 0000-0002-9983-259X,02-11-2022,EN,Sainfoin,CO_369:0001072,Seed,phytic acid content,Seed phytic acid content,Quality,The phytic acid content of a sample of seeds,,SdPAC,,Recommended,,CO_369:0002067,Seed phytic acid content measurement,Measurement,"Description: Measure the amount of phytic acid in a seed sample
 
 Materials:
 
 Dependent_on:
 
 Protocol:
 1. See full protocol at AACC 40-70.01",PACmsr,,"Analytical Methods for Determination of Phytic Acid and Other Inositol Phosphates: A Review 
 https://doi.org/10.3390/molecules26010174",CO_369:0003006,gram per 100 gram (dry matter basis),DMB,Numerical,UO:1000021,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000084,SdPA_PAmsr_mm2,Seed projected area msr [mm2],The area of a seed as projected onto the 2-D surface of the image plane expressed in mm2.,,,"P3,PH1",Recommended,,"The Land Institute - 00jxaym78,Adana Alparslan Türkeş Science and Technology University - 013z3yn41","Brandon Schlautman - 0000-0002-9983-259X,Muhammet Sakirgolu - 0000-0002-7024-4348",02-11-2022,EN,Sainfoin,CO_369:0001073,Seed,projected area,Seed projected area,Morphological,The area of a seed as projected onto the 2-D surface of the image plane.,,SdPA,,Recommended,,CO_369:0002042,Object projected area measurement,Measurement,"Description: Calculate the projected area of an object 
 
 Materials: seed image, python-opencv
 
 Dependent_on:
 
 Protocol:
 1. Find an object contour using cv.findContours()
 2. Export the contour area as cv.contourArea()
 3. See https://docs.opencv.org/4.x/d1/d32/tutorial_py_contour_properties.html",PAmsr,,,CO_369:0003022,square millimeter,mm2,Numerical,UO:0000082,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000085,SdPC_PCmsr_DMB,Seed protein content msr [DMB],The protein content of a sample of seeds measured by AACC 46-30.01 expressed on a dry matter basis.,,,"P3,PH1",Recommended,,The Land Institute - 00jxaym78,Brandon Schlautman - 0000-0002-9983-259X,02-11-2022,EN,Sainfoin,CO_369:0001074,Seed,protein content,Seed protein content,Quality,The protein content of a sample of seeds,,SdPC,,Recommended,,CO_369:0002068,Seed protein content measurement,Measurement,"Description: Determination of crude protein content by pyrolysis and combustion.
 
 Materials:
 
 Dependent_on:
 
 Protocol:
 1. See AACC 46-30.01",PCmsr,,,CO_369:0003006,gram per 100 gram (dry matter basis),DMB,Numerical,UO:1000021,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000086,SdSol_Solmsr_ratio,Seed solidity msr [ratio],The ratio of a seed's contour area to it's convex hull area.,,,"P3,PH1",Recommended,,"The Land Institute - 00jxaym78,Adana Alparslan Türkeş Science and Technology University - 013z3yn41","Brandon Schlautman - 0000-0002-9983-259X,Muhammet Sakirgolu - 0000-0002-7024-4348",02-11-2022,EN,Sainfoin,CO_369:0001075,Seed,solidity,Seed solidity,Morphological,The ratio of a seed's contour area to it's convex hull area.,,SdSol,,Recommended,,CO_369:0002043,Object solidity measurement,Measurement,"Description: Calculate an objects solidity
 
 Materials: seed image, python-opencv
 
 Dependent_on:
 
 Protocol:
 1. Find object contour using cv.findContours()
 2. Get object convex hull using cv.convexHull()
 3. Get the object area using cv.contourArea()
 4. Express solidity as the ratio between the object area and the convex hull area.
 5. See https://docs.opencv.org/4.x/d1/d32/tutorial_py_contour_properties.html",Solmsr,,,CO_369:0003028,ratio,ratio,Numerical,UO:0010006,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000087,SdTSC_TSCmsr_DMB,Seed total starch content msr [DMB],The total starch content of a sample of seeds measured by AOAC 996.11 expressed on a dry matter basis.,,,"P3,PH1",Recommended,,The Land Institute - 00jxaym78,Brandon Schlautman - 0000-0002-9983-259X,02-11-2022,EN,Sainfoin,CO_369:0001076,Seed,total starch content,Seed total starch content,Quality,The total starch content of a sample of seeds,,SdTSC,,Recommended,,CO_369:0002069,Seed total starch content measurement,Measurement,"Description: Determination of total starch by amyloglucosidase/alpha-amylase method
 
 Materials:
 
 Dependent_on: 
 
 Protocol:
 1. See full protocol at AOAC 996.11",TSCmsr,,,CO_369:0003006,gram per 100 gram (dry matter basis),DMB,Numerical,UO:1000021,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000088,SdW_Wmsr_mm,Seed width msr [mm],The length of a seed along its minor axis measured in mm or the length of the minor axis of an ellipse fit to a seed contour expressed in mm.,,,"P3,PH1",Recommended,,"The Land Institute - 00jxaym78,Adana Alparslan Türkeş Science and Technology University - 013z3yn41","Brandon Schlautman - 0000-0002-9983-259X,Muhammet Sakirgolu - 0000-0002-7024-4348",02-11-2022,EN,Sainfoin,CO_369:0001077,Seed,width,Seed width,Morphological,The width of a seed along its minor axis orthogonal to the main axis along the image plane.,,SdW,,Recommended,,CO_369:0002044,Object width measurement,Measurement,"Description: Calculate the width of an object
 
 Materials: seed image, python-opencv
 
 Dependent_on:
 
 Protocol:
 1. Fit a rotated bounding box or an ellipse to an image object
 2. Record the object width as the minor axis length of the ellipse or the length of the smaller side of a rotated bounding box",Wmsr,,,CO_369:0003021,millimeter,mm,Numerical,UO:0000016,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000089,SdYld_SdYldArcmp_g/m2,Seed yield cmp [g/m2],The yield of seeds expressed in grams per square meter.,,,P3,Recommended,,The Land Institute - 00jxaym78,Brandon Schlautman - 0000-0002-9983-259X,02-11-2022,EN,Sainfoin,CO_369:0001078,Seed,yield,Seed yield,Agronomic,"The total yield of the seeds of the plant. This is express in an amount of unit relative to another amount, i.e. land area, number of plants, plant weight, etc",,SdYld,,Recommended,,CO_369:0002070,Seed yield per area computation,Computation,"Description: Record the total seed yield per area
 
 Materials: plot combine, laboratory scale
 
 Dependent_on: Plot area msr [m2], Seed moisture content [%]
 
 Protocol:
 1. Drive plot combine through each plot and collect fruit or harvest plot by hand.
 2. Remove pericarp from fruit and collect seeds in a paper bag. 
 3. Dry seeds to a specified % moisture content. 
 4. Get the dry weight of harvested seeds. 
 5. Divide the total dry weight of seeds by the plot area or harvested area.
 6. Report yield at seed moisture content.",SdYldArcmp,,,CO_369:0003009,gram per square meter,g/m2,Numerical,UO:0010049,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000090,SdYld_SdYldPlcmp_g/Pl,Seed yield cmp [g/Pl],The yield of sainfoin seeds in grams per plant.,,,"P3,PH1",Recommended,,The Land Institute - 00jxaym78,Brandon Schlautman - 0000-0002-9983-259X,02-11-2022,EN,Sainfoin,CO_369:0001078,Seed,yield,Seed yield,Agronomic,"The total yield of the seeds of the plant. This is express in an amount of unit relative to another amount, i.e. land area, number of plants, plant weight, etc",,SdYld,,Recommended,,CO_369:0002071,Seed yield per plant computation,Computation,"Description: Record the seed yield per plant
 
 Materials:
 
 Dependent_on: Seed mass msr [g], Plant number cnt [n], Seed moisture content [%]
 
 Protocol:
 1. Sample plants according to sampling protocol.
 2. Place whole plant through a large bundle thresher (Almaco, Vogel,etc.) or even strip all fruit off by hand.
 3. Remove the seeds from the pericarp.
 4. Clean seeds using sieves and/or blower columns and/or indent cylinders to remove all foreign material.
 5. Finally, weigh the seeds and divide by the number of plants threshed.
 6. Report at seed moisture content.",SdYldPlcmp,,,CO_369:0003010,gram per plant,g/Pl,Numerical,UO:0000021/PO:0000003,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000091,SdYld_SdYldRacmp_g/Ra,Seed yield cmp [g/Ra],The yield of sainfoin seeds in grams/raceme.,,,"P3,PH1",Recommended,,The Land Institute - 00jxaym78,Brandon Schlautman - 0000-0002-9983-259X,02-11-2022,EN,Sainfoin,CO_369:0001078,Seed,yield,Seed yield,Agronomic,"The total yield of the seeds of the plant. This is express in an amount of unit relative to another amount, i.e. land area, number of plants, plant weight, etc",,SdYld,,Recommended,,CO_369:0002072,Seed yield per raceme computation,Computation,"Description: Record the seed yield per raceme
 
 Materials:
 
 Dependent_on: Seed mass msr [g], Raceme number cnt [n], Seed moisture content [%]
 
 Protocol:
 1. Sample racemes on a plant according to your sampling protocol.
 2. For each raceme, strip all fruit into a pan.
 3. Remove the pericarps from each fruit and collect the seeds. 
 4. Dry seeds to specified % moisture. 
 5. Weigh the seeds. 
 6. Divide the total weight by the number of racemes.
 7. Report yield at seed moisture content.",SdYldRacmp,,,CO_369:0003011,gram per raceme,g/Ra,Numerical,UO:0000021/PO:0030115,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000092,SdYld_SdYldStcmp_g/St,Seed yield cmp [g/St],The yield of sainfoin seeds in grams/stem.,,,"P3,PH1",Recommended,,The Land Institute - 00jxaym78,Brandon Schlautman - 0000-0002-9983-259X,02-11-2022,EN,Sainfoin,CO_369:0001078,Seed,yield,Seed yield,Agronomic,"The total yield of the seeds of the plant. This is express in an amount of unit relative to another amount, i.e. land area, number of plants, plant weight, etc",,SdYld,,Recommended,,CO_369:0002073,Seed yield per stem computation,Computation,"Description: Record the seed yield per stem
 
 Materials:
 
 Dependent_on: Seed mass msr [g], Stem number cnt [n], Seed moisture content [%]
 
 Protocol:
 1. Sample stems on a plant according to your sampling protocol.
 2. For each stem, strip all fruit from all raceme into a pan.
 3. Remove the pericarps from each fruit and collect the seeds. 
 4. Dry seeds to specified % moisture. 
 5. Weigh the seeds. 
 6. Divide the total weight by the number of stems.
 7. Report yield at seed moisture content.",SdYldStcmp,,,CO_369:0003012,gram per stem,g/St,Numerical,UO:0000021/PO:0009047,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000093,SdYld_SdYldArcmp_kg/ha,Seed yield cmp [kg/ha],The yield of sainfoin seeds expressed in kg/hectare.,,,"P3,PH1",Recommended,,"The Land Institute - 00jxaym78,Adana Alparslan Türkeş Science and Technology University - 013z3yn41","Brandon Schlautman - 0000-0002-9983-259X,Muhammet Sakirgolu - 0000-0002-7024-4348",02-11-2022,EN,Sainfoin,CO_369:0001078,Seed,yield,Seed yield,Agronomic,"The total yield of the seeds of the plant. This is express in an amount of unit relative to another amount, i.e. land area, number of plants, plant weight, etc",,SdYld,,Recommended,,CO_369:0002070,Seed yield per area computation,Computation,"Description: Record the total seed yield per area
 
 Materials: plot combine, laboratory scale
 
 Dependent_on: Plot area msr [m2], Seed moisture content [%]
 
 Protocol:
 1. Drive plot combine through each plot and collect fruit or harvest plot by hand.
 2. Remove pericarp from fruit and collect seeds in a paper bag. 
 3. Dry seeds to a specified % moisture content. 
 4. Get the dry weight of harvested seeds. 
 5. Divide the total dry weight of seeds by the plot area or harvested area.
 6. Report yield at seed moisture content.",SdYldArcmp,,,CO_369:0003016,kilogram per hectare,kg/ha,Numerical,UO:0000283,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000094,SdZC_ZCmsr_DMB,Seed zinc content msr [DMB],The zinc content of a sample of seeds measured by AACC 40-70.01 expressed on a dry matter basis.,,,"P3,PH1",Recommended,,"The Land Institute - 00jxaym78,Adana Alparslan Türkeş Science and Technology University - 013z3yn41","Brandon Schlautman - 0000-0002-9983-259X,Muhammet Sakirgolu - 0000-0002-7024-4348",02-11-2022,EN,Sainfoin,CO_369:0001079,Seed,zinc content,Seed zinc content,Quality,The zinc content of a sample of seeds,,SdZC,,Recommended,,CO_369:0002074,Seed zinc content measurement,Measurement,"Description: Measure the zinc content in a sample of seeds
 
 Materials:
 
 Dependent_on:
 
 Protocol:
 1. See full protocol at AACC 40-70.01",ZCmsr,,,CO_369:0003006,gram per 100 gram (dry matter basis),DMB,Numerical,UO:1000021,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000095,SdlEmDate_Emest_date,Seedling emergence date est [date],The average date at which seedlings emerge from the soil in the establishment year.,,,Em,Recommended,,"Adana Alparslan Türkeş Science and Technology University - 013z3yn41,The Land Institute - 00jxaym78","Muhammet Sakirgolu - 0000-0002-7024-4348,Brandon Schlautman - 0000-0002-9983-259X",02-11-2022,EN,Sainfoin,CO_369:0001080,Seedling,emergence date,Seedling emergence date,Phenological,The emergence date of new shoots in the spring,,SdlEmDate,,Recommended,,CO_369:0002075,Seedling emergence date estimation,Estimation,"Description: Estimate the emergence date of the shoots of seedlings
 
 Materials:
 
 Dependent_on:
 
 Protocol:
 1. Record the date (ISO8601 format) when at least 50% seedlings in a plot have germinated and are starting to break through the soil surface (establishment year)",Emest,,,CO_369:0003004,date,date,Date,,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000096,StL_StLmsr_cm,Stem length msr [cm],The length of the plant stem measured in cm when stretched out from end to end.,,,"F1,F2",Recommended,,"Adana Alparslan Türkeş Science and Technology University - 013z3yn41,The Land Institute - 00jxaym78","Muhammet Sakirgolu - 0000-0002-7024-4348,Brandon Schlautman - 0000-0002-9983-259X",02-11-2022,EN,Sainfoin,CO_369:0001081,Stem,length,Stem length,Morphological,The total length of a single plant stem or the mean value of several stems,,StL,,Recommended,,CO_369:0002079,Stem length measurement,Measurement,"Description: Measure the length of one representative stem by stretching it out end to end.
 Materials: ruler or tape measure; 
 
 Dependent_on: 
 
 Protocol:
 1. Select one representative stem from a single plant.
 2. Harvest the stem by cutting just above the soil level near the crown.
 3. Stretch the stem out on a flat surface.4. Measure the stem from the proximal end to the distal end at the growth apex.",StLmsr,,,CO_369:0003003,centimeter,cm,Numerical,UO:0000015,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000097,StN_StNPlcmp_n/Pl,Stem number cmp [n/Pl],The number of stems on a per plant basis.,,,P2,Recommended,,The Land Institute - 00jxaym78,Brandon Schlautman - 0000-0002-9983-259X,02-11-2022,EN,Sainfoin,CO_369:0001082,Stem,number,Stem number,Morphological,"The total number of stems counted, estimated, or observed",,StN,,Recommended,,CO_369:0002081,Stem number per plant computation,Computation,"Description: Record the total number of stems per plant
 
 Materials:
 
 Dependent_on: Stem number cnt [n], Plant number cnt [n]
 
 Protocol:
 1. Sample plants according to your sampling protocol.
 2. For each plant, separate and count the stems one by one.
 3. Total the number of stems for all plants and divide by the number of plants.",StNPlcmp,,,CO_369:0003024,number per plant,n/Pl,Numerical,UO:0000189/PO:0000003,,,,,,,,,,,,,,,,,,,,,,,,
,CO_369:0000098,StN_StNcnt_n,Stem number cnt [n],This is a generic variable for recording the number of stems observed or sampled.,,,P2,Recommended,,The Land Institute - 00jxaym78,Brandon Schlautman - 0000-0002-9983-259X,02-11-2022,EN,Sainfoin,CO_369:0001082,Stem,number,Stem number,Morphological,"The total number of stems counted, estimated, or observed",,StN,,Recommended,,CO_369:0002080,Stem number counting,Counting,"Description: Record the number of stems on one plant
 
 Materials:
 
 Dependent_on:
 
 Protocol:
 1. For a single plant, count the number of stems and express as an integer.",StNcnt,,,CO_369:0003023,number,n,Numerical,UO:0000189,,,,,,,,,,,,,,,,,,,,,,,,
